puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network
2023,2021,True,WI,94529,Group Health Cooperative of South Central Wisconsin,78648,12468,,,0,0,,,,,78648.0,12468.0,0.1585291425083918,,,,nan,,
2023,2021,True,WV,31274,Highmark Blue Cross Blue Shield West Virginia,423005,40641,30,17,0,0,,,,,423005.0,40641.0,0.09607687852389452,,0.0007381708127260648,0.5666666666666667,nan,,
2023,2021,True,WV,50328,CareSource West Virginia Co.,460372,102459,20,,0,0,,,,,460372.0,102459.0,0.22255697566315935,,0.000195200031232005,,nan,,
2023,2021,True,WY,11269,Blue Cross Blue Shield of Wyoming,1092490,143184,370,186,,,,,,,1092490.0,143184.0,0.13106206921802488,,0.0025840876075539166,0.5027027027027027,,,
2023,2021,True,WY,38576,Montana Health Cooperative,64754,5303,173,50,0,0,,,,,64754.0,5303.0,0.0818945547765389,,0.032623043560248914,0.28901734104046245,nan,,
2024,2022,True,AK,38344,Premera Blue Cross Blue Shield of Alaska,,,271,128,,,689988,40884,166188,16798,730872.0,182986.0,0.2503666852745761,0.24085636271935165,0.0014809876165389703,0.47232472324723246,,88410,4449
2024,2022,True,AK,73836,"Moda Health Plan, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,AL,46944,Blue Cross and Blue Shield of Alabama,,,1982,707,54,,12644297,138737,3214360,114044,12783034.0,3328404.0,0.26037668365741656,0.25421421214639295,0.0005954805967064094,0.3567103935418769,,995672,30302
2024,2022,True,AL,53932,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,AL,69461,UnitedHealthcare Insurance Company,,,156,74,,,320011,50233,113673,31505,370244.0,145178.0,0.3921143894296734,0.3552159144529407,0.0010745429748308972,0.47435897435897434,,43856,3774
2024,2022,True,AR,13262,"HMO Partners, Inc.",,,978,262,,,1514223,37566,229049,12101,1551789.0,241150.0,0.15540128200419,0.1512650382407347,0.004055567074434999,0.26789366053169733,,35864,18
2024,2022,True,AR,37903,"QualChoice Life & Health Insurance Company, Inc.",,,161,71,,,2217520,195503,276111,23442,2413023.0,299553.0,0.12414013459465575,0.12451342039756123,0.0005374674932315817,0.4409937888198758,,108695,1121
2024,2022,True,AR,48772,"USAble HMO, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,AR,62141,Celtic Insurance Company,,,537,227,,,5679702,494997,742861,61490,6174699.0,804351.0,0.13026562104484768,0.13079224931167163,0.0006676189872331855,0.4227188081936685,,309035,2870
2024,2022,True,AR,70525,"QCA Health Plan, Inc.",,,143,62,,,2186944,188330,273034,21908,2375274.0,294942.0,0.12417177976098757,0.12484727546750168,0.00048484108740023463,0.43356643356643354,,110119,1119
2024,2022,True,AR,75293,USAble Mutual Insurance Company,,,7439,2119,17,,5254559,28426,791699,11000,5282985.0,802699.0,0.15194042761809848,0.1506689714588798,0.009267483826440546,0.2848501142626697,,242645,30
2024,2022,True,AZ,13877,"Oscar Health Plan, Inc.",,,422,201,,,468750,49483,54197,30921,518233.0,85118.0,0.16424658406546863,0.11562026666666667,0.004957823257125403,0.476303317535545,,28878,5008
2024,2022,True,AZ,23435,Banner Health and Aetna Health Plan Inc.,,,37,19,,,148205,11695,26374,7117,159900.0,33491.0,0.20944965603502189,0.17795620930467934,0.0011047744170075543,0.5135135135135135,,10975,432
2024,2022,True,AZ,32311,Medica Community Health Plan,,,20,,0,0,32177,2499,8417,2197,34676.0,10614.0,0.30609066789710465,0.2615843615004506,0.001884303749764462,,nan,4145,180
2024,2022,True,AZ,40702,"UnitedHealthcare of Arizona, Inc.",,,1271,515,16,,1371903,150544,490972,93035,1522447.0,584007.0,0.3835975899325231,0.357876613725606,0.002176343776701307,0.4051927616050354,,160084,15781
2024,2022,True,AZ,53901,"Blue Cross and Blue Shield of Arizona, Inc.",,,3103,1299,44,12,984699,197927,85262,58200,1182626.0,143462.0,0.12130800439022987,0.08658686563102024,0.02162942103135325,0.41862713503061555,0.2727272727272727,68693,17942
2024,2022,True,AZ,85533,"Imperial Insurance Companies, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,AZ,91450,"Health Net of Arizona, Inc.",,,310,139,,,2058336,187232,270924,32759,2245568.0,303683.0,0.1352366082879699,0.13162282542791848,0.0010208012960883552,0.4483870967741935,,137495,789
2024,2022,True,AZ,97667,"Cigna HealthCare of Arizona, Inc",,,26,12,,,180629,11424,23780,10029,192053.0,33809.0,0.17603994730621234,0.13165106378267055,0.0007690259989943506,0.46153846153846156,,6581,521
2024,2022,True,DE,64004,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,DE,67190,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2024,2022,True,DE,72760,"AmeriHealth Caritas VIP Next, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,DE,76168,Highmark BCBSD Inc.,,,141,29,,,968454,23681,127999,3231,992135.0,131230.0,0.13227030595634667,0.13216838383650642,0.0010744494399146536,0.20567375886524822,,1166,50
2024,2022,True,FL,16842,Blue Cross and Blue Shield of Florida,,,2935,1276,78,26,17913858,776975,2167158,7984,18690833.0,2175142.0,0.11637480255695398,0.12097662044658387,0.0013493371926982238,0.4347529812606474,0.3333333333333333,1133589,92231
2024,2022,True,FL,18628,Aetna Health Inc. (a FL corp.),,,,,,,,,,,,,,,,,,,
2024,2022,True,FL,19898,"AvMed, Inc.",,,54,37,,,1305282,245104,654725,112501,1550386.0,767226.0,0.4948612797071181,0.5015965898556787,7.038343330387656e-05,0.6851851851851852,,22846,4435
2024,2022,True,FL,21663,Celtic Insurance Company,,,4215,2497,,,12748561,1920660,1913915,376430,14669221.0,2290345.0,0.15613269443551228,0.15012792424180266,0.0018403340981380533,0.5924080664294188,,955871,13713
2024,2022,True,FL,30252,"Health Options, Inc.",,,2913,1408,52,16,28872821,678357,4109571,287,29551178.0,4109858.0,0.13907594478974747,0.1423335461401572,0.0007087836124751756,0.48335049776862343,0.3076923076923077,1474379,63025
2024,2022,True,FL,36194,"Health First Commercial Plans, Inc.",,,350,174,,,722574,51883,99831,37316,774457.0,137147.0,0.17708794678077672,0.1381602437950992,0.002552006241478122,0.49714285714285716,,124920,5867
2024,2022,True,FL,40572,Oscar Insurance Company of Florida,,,9219,3890,105,81,24850547,2399206,2902781,1041541,27249753.0,3944322.0,0.14474707348723492,0.11680954145596875,0.0023372838221625922,0.42195465885670896,0.7714285714285715,1183422,143306
2024,2022,True,FL,48121,Cigna Health and Life Insurance Company,,,960,217,18,,3129000,165530,611580,143395,3294530.0,754975.0,0.22916015334509018,0.19545541706615532,0.001271565283618663,0.22604166666666667,,127578,8411
2024,2022,True,FL,54172,"Molina Healthcare of Florida, Inc",,,471,152,,,188432,41194,36734,18037,229626.0,54771.0,0.2385226411643281,0.19494565678865586,0.008599441310182396,0.3227176220806794,,16782,4002
2024,2022,True,FL,56503,"Florida Health Care Plan, Inc.",,,174,102,,,2377267,59929,308978,47850,2437196.0,356828.0,0.14640923421833943,0.1299719383645169,0.00048762989451500444,0.5862068965517241,,16247,696
2024,2022,True,FL,66966,Capital Health Plan,,,65,32,,,225489,15583,15920,9406,241072.0,25326.0,0.10505575097896064,0.07060211362860272,0.002566532417278686,0.49230769230769234,,10360,549
2024,2022,True,FL,67926,"AmeriHealth Caritas Florida, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,FL,68398,"UnitedHealthcare of Florida, Inc.",,,1160,352,,,1103537,313738,358239,200691,1417275.0,558930.0,0.3943694766365031,0.32462799163054795,0.002075394056500814,0.30344827586206896,,201678,24022
2024,2022,True,FL,86382,Sunshine State Health Plan,,,288,186,,,2425891,572828,420671,151149,2998719.0,571820.0,0.19068809048130217,0.1734088629703478,0.0005036549963275157,0.6458333333333334,,165030,4135
2024,2022,True,GA,15105,"Cigna HealthCare of Georgia, Inc.",,,,,,,819128,86869,144773,76427,905997.0,221200.0,0.244150918822027,0.17674038733873093,,,,58379,4003
2024,2022,True,GA,43802,"UnitedHealthcare of Georgia, Inc.",,,427,202,,,297827,56022,94241,40001,353849.0,134242.0,0.37937651371065056,0.3164286649632169,0.003180822693344855,0.47306791569086654,,51400,5058
2024,2022,True,GA,45334,"AMGP Georgia Managed Care Company, Inc. dba Anthem Blue Cross and Blue Shield",,,,,,,,,,,,,,,,,,,
2024,2022,True,GA,49046,Anthem Blue Cross and Blue Shield,,,569,95,,,3813700,347881,904058,197980,4161581.0,1102038.0,0.26481233934891574,0.2370553530691979,0.0005163161342893802,0.16695957820738136,,559043,42672
2024,2022,True,GA,58081,Oscar Health Plan of Georgia,,,1071,439,,,1956528,273653,244361,152461,2230181.0,396822.0,0.1779326431352433,0.12489522255751004,0.0026989431029529613,0.4098972922502334,,108634,20063
2024,2022,True,GA,60224,CareSource Georgia Co.,,,29,14,,,1661639,261870,361615,193304,1923509.0,554919.0,0.28849306137896935,0.21762548905026904,5.2259879369781896e-05,0.4827586206896552,,154738,20581
2024,2022,True,GA,70893,Ambetter of Peach State Inc.,,,1465,785,,,17619920,1583659,2410742,685485,19203579.0,3096227.0,0.1612317683073556,0.1368191229018066,0.0004731565224384388,0.5358361774744027,,1013024,58957
2024,2022,True,GA,82824,Aetna Health Inc. (a GA corp.),,,51,45,,,189293,14127,37611,7046,203420.0,44657.0,0.21953101956543114,0.19869197487492934,0.0011420382022975122,0.8823529411764706,,14634,112
2024,2022,True,GA,83761,Alliant Health Plans,,,2772,310,23,,455071,41669,36987,11230,496740.0,48217.0,0.09706687603172685,0.08127742703885767,0.05749009685380675,0.11183261183261184,,604,
2024,2022,True,GA,89942,Kaiser Foundation Health Plan of Georgia,,,60,26,,,7974,4217,822,666,12191.0,1488.0,0.12205725535230907,0.10308502633559068,0.04032258064516129,0.43333333333333335,,80,55
2024,2022,True,HI,18350,Hawaii Medical Service Association,,,61,28,,,637079,3914,147935,665,640993.0,148600.0,0.23182780467181388,0.2322082504681523,0.00041049798115746973,0.45901639344262296,,15167,12
2024,2022,True,HI,60612,"Kaiser Foundation Health Plan, Inc.",,,,,,,11136,1573,561,389,12709.0,950.0,0.07475017703989299,0.05037715517241379,,,,73,15
2024,2022,True,IA,25896,"Wellmark Health Plan of Iowa, Inc.",,,,,,,1919981,63112,306763,48405,1983093.0,355168.0,0.1790980049851419,0.15977397692998005,,,,66756,181
2024,2022,True,IA,45819,Oscar Insurance Company,,,115,60,,,161269,19040,20570,13503,180309.0,34073.0,0.1889700458657083,0.127550862223986,0.0033751063892231386,0.5217391304347826,,8397,1008
2024,2022,True,IA,93078,Medica Insurance Company,,,368,186,,0,776536,52003,111015,43655,828539.0,154670.0,0.18667799584569947,0.14296182018605705,0.0023792590676925064,0.5054347826086957,,65762,10044
2024,2022,True,IL,11574,"Oscar Health Plan, Inc.",,,63,45,,,46808,7794,7597,5386,54602.0,12983.0,0.2377751730705835,0.16230131601435652,0.004852499422321497,0.7142857142857143,,3099,640
2024,2022,True,IL,20129,"Health Alliance Medical Plans, Inc.",,,227,102,17,,1434025,19724,167432,1788,1453749.0,169220.0,0.11640248763713681,0.11675668136887432,0.0013414490013000826,0.44933920704845814,,22416,215
2024,2022,True,IL,27833,Celtic Insurance Company,,,383,185,,,1465595,575585,273732,163794,2041180.0,437526.0,0.21434954291145317,0.18677192539548784,0.0008753765490507993,0.4830287206266319,,105969,6717
2024,2022,True,IL,32355,"Molina Healthcare of Illinois, Inc.",,,25,,,,1417,638,389,376,2055.0,765.0,0.3722627737226277,0.2745236414961186,0.032679738562091505,,,268,119
2024,2022,True,IL,36096,Blue Cross Blue Shield of Illinois,,,814,253,41,16,14686160,645450,2230111,234488,15331610.0,2464599.0,0.16075278460644382,0.15185119867957314,0.00033027685233987355,0.3108108108108108,0.3902439024390244,1705252,21496
2024,2022,True,IL,42529,"UnitedHealthcare of Illinois, Inc.",,,239,116,,,177262,54922,62212,38820,232184.0,101032.0,0.43513764945043587,0.35096072480283425,0.0023655871407078947,0.48535564853556484,,26075,3433
2024,2022,True,IL,53882,"Cigna HealthCare of Illinois, Inc.",,,64,26,,,400177,24515,97334,20921,424692.0,118255.0,0.2784488523447581,0.24322737188793958,0.0005412033317830113,0.40625,,23363,2175
2024,2022,True,IL,54322,"MercyCare HMO, Inc.",,,,,,,52032,2601,5948,849,54633.0,6797.0,0.12441198543005143,0.11431426814268143,,,,10718,188
2024,2022,True,IL,65280,Medica Central Health Plan,,,,,,,30650,4087,6512,2194,34737.0,8706.0,0.2506261335175749,0.21246329526916802,,,,4178,127
2024,2022,True,IL,72547,Aetna Life Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,IL,85773,Quartz Health Benefit Plans Corporation,,,18,,,,70893,639,7481,295,71532.0,7776.0,0.10870659285354806,0.1055252281607493,0.0023148148148148147,,,2617,
2024,2022,True,IL,99129,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2024,2022,True,IN,17575,Anthem Ins Companies Inc(Anthem BCBS),,,167,40,,,187370,77280,52045,50016,264650.0,102061.0,0.38564519176270545,0.2777659177029407,0.0016362763445390502,0.23952095808383234,,27471,9752
2024,2022,True,IN,35755,US HEALTH AND LIFE INSURANCE COMPANY,,,25,15,,,11006,3054,3685,2436,14060.0,6121.0,0.435348506401138,0.3348173723423587,0.0040842999509884004,0.6,,304,153
2024,2022,True,IN,54192,"CareSource Indiana, Inc.",,,113,19,32,12,3454952,243231,645757,171219,3698183.0,816976.0,0.22091281042609304,0.18690766181411492,0.0001383149566205127,0.168141592920354,0.375,330448,26991
2024,2022,True,IN,76179,Celtic Insurance Company,,,809,278,33,,2837226,209703,405541,71640,3046929.0,477181.0,0.15661047566254416,0.14293574075523063,0.0016953734536790024,0.34363411619283063,,212255,3871
2024,2022,True,IN,94419,Cigna Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,IN,96992,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2024,2022,True,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",,,227,85,21,,1796316,41545,242993,50455,1837861.0,293448.0,0.15966822300489536,0.13527296978927983,0.0007735612442408877,0.3744493392070485,,41573,10333
2024,2022,True,KS,32542,US Health and Life Insurance Company,,,23,15,,,17485,4057,5720,2949,21542.0,8669.0,0.4024231733358091,0.3271375464684015,0.0026531318491175454,0.6521739130434783,,450,77
2024,2022,True,KS,34368,Celtic Insurance Company,,,710,439,31,12,2648334,178790,385818,62815,2827124.0,448633.0,0.15868883006192866,0.14568328617160825,0.001582585320295208,0.6183098591549295,0.3870967741935484,174734,1128
2024,2022,True,KS,39520,Medica Insurance Company,,,78,35,0,0,116430,7870,24510,6400,124300.0,30910.0,0.24867256637168142,0.21051275444473075,0.0025234551924943386,0.44871794871794873,nan,9209,1674
2024,2022,True,KS,43490,Oscar Insurance Company,,,35,21,,,56496,8629,7102,4796,65125.0,11898.0,0.18269481765834933,0.1257080147267063,0.0029416708690536224,0.6,,3647,526
2024,2022,True,KS,84600,Aetna Life Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,KS,94248,Blue Cross and Blue Shield of Kansas City,,,31,18,,,125691,4373,25771,3738,130064.0,29509.0,0.22688061262147866,0.20503456890310365,0.0010505269578772577,0.5806451612903226,,15546,767
2024,2022,True,KS,94968,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,LA,19636,"HMO Louisiana, Inc.",,,1428,490,116,47,3605654,557352,574165,31435,4163006.0,605600.0,0.14547180570962426,0.15924018222491676,0.002357992073976222,0.3431372549019608,0.4051724137931034,20053,1546
2024,2022,True,LA,69842,UnitedHealthcare Insurance Company,,,53,20,,,42885,26157,14442,19948,69042.0,34390.0,0.498102604211929,0.336761105281567,0.0015411456818842687,0.37735849056603776,,6327,1455
2024,2022,True,LA,90787,"Ambetter Health of Louisiana, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,LA,97176,Louisiana Health Service & Indemnity Company,,,95,32,,,328768,25080,41584,3107,353848.0,44691.0,0.1262999932174267,0.12648432937512166,0.002125707636884384,0.3368421052631579,,1466,31
2024,2022,True,LA,98780,CHRISTUS Health Plan Louisiana,,,49,17,,,20583,7996,1615,3166,28579.0,4781.0,0.16729066797298717,0.07846280911431765,0.010248901903367497,0.3469387755102041,,2005,508
2024,2022,True,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,,,140,48,45,,1291509,255710,177498,53372,1547219.0,230870.0,0.14921610967807403,0.13743458233740533,0.0006064018711829168,0.34285714285714286,,78740,2934
2024,2022,True,MI,29698,Priority Health,,,394,18,42,,2980362,119331,197730,51816,3099693.0,249546.0,0.08050668243597027,0.06634428972051046,0.0015788672228767443,0.04568527918781726,,92542,11207
2024,2022,True,MI,40047,"Molina Healthcare of Michigan, Inc.",,,167,49,18,,132379,10741,20063,5342,143120.0,25405.0,0.1775083845723868,0.15155727116838774,0.006573509151741783,0.2934131736526946,,12726,1399
2024,2022,True,MI,58594,"Meridian Health Plan of Michigan, Inc.",,,211,124,,,741382,125800,129724,41089,867182.0,170813.0,0.19697479883115654,0.17497592334316184,0.0012352689783564482,0.5876777251184834,,71109,877
2024,2022,True,MI,60829,University of Michigan Health Plan,,,25,11,,,325878,19959,60035,14832,345837.0,74867.0,0.21648059635030376,0.1842253849600157,0.00033392549454365743,0.44,,25261,1865
2024,2022,True,MI,71667,"UnitedHealthcare Community Plan, Inc.",,,66,25,,,77954,20069,25778,14470,98023.0,40248.0,0.41059751282862184,0.3306821971932165,0.0016398330351818724,0.3787878787878788,,11073,1528
2024,2022,True,MI,74917,McLaren Health Plan Community,,,69,56,,,138807,7962,9983,6654,146769.0,16637.0,0.11335500003406714,0.07192000403437868,0.004147382340566208,0.8115942028985508,,3882,226
2024,2022,True,MI,77739,Oscar Insurance Company,,,49,22,,,28038,4115,3016,2650,32153.0,5666.0,0.1762199483718471,0.10756830016406306,0.00864807624426403,0.4489795918367347,,1568,214
2024,2022,True,MI,98185,Blue Care Network of Michigan,,,196,166,43,,3394251,119710,600034,89051,3513961.0,689085.0,0.19609921680974832,0.1767795015748688,0.0002844351567658562,0.8469387755102041,,290694,5467
2024,2022,True,MO,32753,Healthy Alliance Life Co(Anthem BCBS),,,128,43,,,1613136,48102,354979,30872,1661238.0,385851.0,0.23226714053013475,0.2200552216304143,0.00033173427048264743,0.3359375,,219702,11345
2024,2022,True,MO,34762,Blue Cross and Blue Shield of Kansas City,,,60,28,,,201892,6702,40451,5755,208594.0,46206.0,0.22151164463023865,0.20035959820101837,0.001298532658096351,0.4666666666666667,,25747,1334
2024,2022,True,MO,47840,Medica Central Insurance Company,,,82,35,,,231026,19812,47452,6501,250838.0,53953.0,0.21509101491799487,0.20539679516591205,0.0015198413433914703,0.4268292682926829,,34180,723
2024,2022,True,MO,48161,Aetna Life Insurance Company,,,17,,,,171086,12626,28555,6768,183712.0,35323.0,0.1922737763455844,0.16690436388716787,0.0004812728250714832,,,5141,368
2024,2022,True,MO,53461,Medica Insurance Company,,,330,175,0,0,669658,33354,114296,23875,703012.0,138171.0,0.19654145306196766,0.17067816706438213,0.0023883448770002386,0.5303030303030303,nan,38478,8054
2024,2022,True,MO,69512,Oscar Insurance Company,,,174,92,,,141734,27672,17164,16772,169406.0,33936.0,0.20032348322963767,0.12110008889892333,0.005127298444130127,0.5287356321839081,,9676,1406
2024,2022,True,MO,95426,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2024,2022,True,MO,96384,Cox Health Systems Insurance Company,,,,,,,5638,143,1005,143,5781.0,1148.0,0.19858156028368795,0.178254700248315,,,,113,
2024,2022,True,MO,99723,Celtic Insurance Company,,,1374,814,26,,5979736,382083,851074,124954,6361819.0,976028.0,0.15341964302976868,0.14232635019338646,0.0014077464990758463,0.5924308588064047,,401134,2237
2024,2022,True,MS,14624,"Primewell Health Services of Mississippi, Inc.",,,,,,,25568,8406,4269,2897,33974.0,7166.0,0.21092600223700478,0.16696652065081352,,,,7468,1450
2024,2022,True,MS,56766,Cigna Health and Life Insurance Company,,,51,18,,,498924,41465,125555,37305,540389.0,162860.0,0.301375490618795,0.251651554144519,0.00031315240083507306,0.35294117647058826,,24683,1507
2024,2022,True,MS,79975,"Molina Healthcare of Mississippi, Inc",,,134,39,,,126068,9568,18934,5459,135636.0,24393.0,0.1798416349641688,0.1501887870038392,0.00549337924814496,0.291044776119403,,10303,1342
2024,2022,True,MS,90714,Ambetter of Magnolia Inc.,,,653,355,,,6554752,375838,910311,164945,6930590.0,1075256.0,0.1551463872484161,0.1388780231502275,0.0006072972389830887,0.5436447166921899,,355499,10143
2024,2022,True,MS,97560,"UnitedHealthcare of Mississippi, Inc.",,,,,,,,,,,,,,,,,,,
2024,2022,True,MT,23603,PacificSource Health Plans,,,1977,1531,13,,410171,7252,15272,2667,417423.0,17939.0,0.0429755907077473,0.037233251497546145,0.11020681197391159,0.7744056651492159,,813,99
2024,2022,True,MT,30751,Blue Cross and Blue Shield of Montana,,,308,78,,,902193,27625,122466,7038,929818.0,129504.0,0.13927886962824984,0.13574257392819497,0.002378304917222634,0.2532467532467532,,10647,1422
2024,2022,True,MT,32225,Montana Health Cooperative,,,30,,,,90720,2326,2005,419,93046.0,2424.0,0.026051630376372977,0.022100970017636685,0.012376237623762377,,,6169,279
2024,2022,True,NC,11512,Blue Cross and Blue Shield of NC,,,1372,475,47,25,17691687,863428,3337685,196894,18555115.0,3534579.0,0.1904908161442276,0.18865837949767028,0.00038816504030607325,0.3462099125364432,0.5319148936170213,1171784,15500
2024,2022,True,NC,13591,CareSource North Carolina Co.,,,,,,,,,,,,,,,,,,,
