puf_publication_year,claims_year,claims_year_verified,state,issuer_id,issuer_name,claims_received_total_reported,claims_denied_total_reported,internal_appeals_filed,internal_appeals_overturned,external_appeals_filed,external_appeals_overturned,claims_received_in_network,claims_received_out_of_network,claims_denied_in_network,claims_denied_out_of_network,claims_received_total,claims_denied_total,denial_rate_total,denial_rate_in_network,internal_appeal_rate,internal_reversal_rate,external_reversal_rate,claims_resubmitted_in_network,claims_resubmitted_out_of_network
2023,2021,True,GA,82824,Aetna Health Inc. (a GA corp.),,,,,,,,,,,,,,,,,,,
2023,2021,True,GA,83761,Alliant Health Plans,406302,25742,5639,1205,33,12,,,,,406302.0,25742.0,0.06335681340480726,,0.21905834822469117,0.213690370633091,0.36363636363636365,,
2023,2021,True,GA,89942,Kaiser Foundation Health Plan of Georgia,99336,9464,54,11,0,0,,,,,99336.0,9464.0,0.09527261013127164,,0.005705832628909552,0.2037037037037037,nan,,
2023,2021,True,GA,90617,Friday Health Plans of Georgia Inc,,,,,,,,,,,,,,,,,,,
2023,2021,True,HI,18350,Hawaii Medical Service Association,471082,117703,82,42,0,0,,,,,471082.0,117703.0,0.2498567128440484,,0.0006966687340169749,0.5121951219512195,nan,,
2023,2021,True,HI,60612,"Kaiser Foundation Health Plan, Inc.",15097,875,37,,0,0,,,,,15097.0,875.0,0.05795853480824005,,0.04228571428571429,,nan,,
2023,2021,True,IA,25896,"Wellmark Health Plan of Iowa, Inc.",1966886,313471,145,53,,,,,,,1966886.0,313471.0,0.1593742596164699,,0.0004625627251005675,0.36551724137931035,,,
2023,2021,True,IA,45819,Oscar Insurance Company,9620,269,,,0,0,,,,,9620.0,269.0,0.027962577962577964,,,,nan,,
2023,2021,True,IA,63876,CareSource Iowa Co.,,,,,,,,,,,,,,,,,,,
2023,2021,True,IA,93078,Medica Insurance Company,851854,107718,322,140,,,,,,,851854.0,107718.0,0.1264512463403353,,0.0029892868415677975,0.43478260869565216,,,
2023,2021,True,IL,11574,"Oscar Health Plan, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,IL,20129,"Health Alliance Medical Plans, Inc.",1311179,141720,203,80,17,,,,,,1311179.0,141720.0,0.10808592877097635,,0.0014324019192774485,0.39408866995073893,,,
2023,2021,True,IL,27833,Celtic Insurance Company,589599,280694,298,204,,,,,,,589599.0,280694.0,0.47607611274781675,,0.0010616543282008166,0.6845637583892618,,,
2023,2021,True,IL,32355,"Molina Healthcare of Illinois, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,IL,36096,Blue Cross Blue Shield of Illinois,8309652,1373756,1598,486,59,33,,,,,8309652.0,1373756.0,0.16532052124445162,,0.0011632342279123803,0.3041301627033792,0.559322033898305,,
2023,2021,True,IL,42529,"UnitedHealthcare of Illinois, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,IL,53882,"Cigna HealthCare of Illinois, Inc.",400949,78631,59,17,,,,,,,400949.0,78631.0,0.19611222374915513,,0.0007503401966145668,0.288135593220339,,,
2023,2021,True,IL,54322,"MercyCare HMO, Inc.",34094,3577,31,17,,0,,,,,34094.0,3577.0,0.10491582096556579,,0.008666480290746436,0.5483870967741935,,,
2023,2021,True,IL,65280,SSM Health Plan,27295,7047,,,0,0,,,,,27295.0,7047.0,0.25817915369115224,,,,nan,,
2023,2021,True,IL,85773,Quartz Health Benefit Plans Corporation,82763,8480,26,12,,0,,,,,82763.0,8480.0,0.1024612447591315,,0.003066037735849057,0.46153846153846156,,,
2023,2021,True,IL,99129,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2023,2021,True,IN,17575,Anthem Ins Companies Inc(Anthem BCBS),14711,2586,,,0,0,,,,,14711.0,2586.0,0.1757868261844878,,,,nan,,
2023,2021,True,IN,35755,US HEALTH AND LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,
2023,2021,True,IN,54192,"CareSource Indiana, Inc.",3761608,820029,111,17,0,0,,,,,3761608.0,820029.0,0.21799958953724047,,0.0001353610664988677,0.15315315315315314,nan,,
2023,2021,True,IN,76179,Celtic Insurance Company,456944,174499,726,263,36,,,,,,456944.0,174499.0,0.3818826814664379,,0.004160482295027479,0.3622589531680441,,,
2023,2021,True,IN,94419,Cigna Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,KS,18558,"Blue Cross and Blue Shield of Kansas, Inc.",1894345,229743,224,59,72,25,,,,,1894345.0,229743.0,0.12127833103262606,,0.0009750025027966032,0.26339285714285715,0.3472222222222222,,
2023,2021,True,KS,32542,US Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,KS,34368,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,KS,39520,Medica Insurance Company,215860,42384,95,55,0,0,,,,,215860.0,42384.0,0.19634948577781897,,0.0022414118535296337,0.5789473684210527,nan,,
2023,2021,True,KS,43490,Oscar Insurance Company,19822,1244,,,0,0,,,,,19822.0,1244.0,0.06275855110483301,,,,nan,,
2023,2021,True,KS,76763,Cigna Health and Life Insurance Company,105888,12661,21,,,0,,,,,105888.0,12661.0,0.11956973405862799,,0.0016586367585498776,,,,
2023,2021,True,KS,94248,Blue Cross and Blue Shield of Kansas City,97698,28030,34,22,0,0,,,,,97698.0,28030.0,0.2869045425699605,,0.0012129860863360686,0.6470588235294118,nan,,
2023,2021,True,KS,94968,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,LA,19636,"HMO Louisiana, Inc.",4351415,629374,1577,550,108,33,,,,,4351415.0,629374.0,0.14463662969401908,,0.002505664358553102,0.34876347495244137,0.3055555555555556,,
2023,2021,True,LA,61604,Louisiana Healthcare Connections,,,,,,,,,,,,,,,,,,,
2023,2021,True,LA,67243,"Vantage Health Plan, Inc.",365025,88330,129,95,,0,,,,,365025.0,88330.0,0.24198342579275392,,0.0014604324691497791,0.7364341085271318,,,
2023,2021,True,LA,69842,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,LA,97176,Louisiana Health Service & Indemnity Company,308100,42387,95,36,,,,,,,308100.0,42387.0,0.13757546251217137,,0.0022412532144289524,0.37894736842105264,,,
2023,2021,True,LA,98780,CHRISTUS Health Plan Louisiana,15654,1490,50,219,0,0,,,,,15654.0,1490.0,0.09518333972147694,,0.03355704697986577,4.38,nan,,
2023,2021,True,MI,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,1235529,317708,269,111,30,,,,,,1235529.0,317708.0,0.257143296515096,,0.0008466894129200398,0.41263940520446096,,,
2023,2021,True,MI,29698,Priority Health,2522336,183482,109,18,18,,,,,,2522336.0,183482.0,0.07274288595968181,,0.0005940637228719983,0.1651376146788991,,,
2023,2021,True,MI,40047,"Molina Healthcare of Michigan, Inc.",180358,40144,96,52,,,,,,,180358.0,40144.0,0.22257953625566929,,0.0023913909924272616,0.5416666666666666,,,
2023,2021,True,MI,58594,"Meridian Health Plan of Michigan, Inc.",70673,34424,77,52,0,0,,,,,70673.0,34424.0,0.4870884213207307,,0.002236811526841738,0.6753246753246753,nan,,
2023,2021,True,MI,58996,US HEALTH AND LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,
2023,2021,True,MI,60829,Physicians Health Plan,118674,32569,35,11,0,0,,,,,118674.0,32569.0,0.27444090533731064,,0.0010746415302895392,0.3142857142857143,nan,,
2023,2021,True,MI,71667,"UnitedHealthcare Community Plan, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,MI,74917,McLaren Health Plan Community,135089,27905,64,56,0,0,,,,,135089.0,27905.0,0.20656752215206273,,0.0022934957892850744,0.875,nan,,
2023,2021,True,MI,77739,Oscar Insurance Company,28220,764,,,0,0,,,,,28220.0,764.0,0.027072997873848335,,,,nan,,
2023,2021,True,MI,98185,Blue Care Network of Michigan,3492808,962052,295,260,,,,,,,3492808.0,962052.0,0.2754379857123552,,0.00030663623172136226,0.8813559322033898,,,
2023,2021,True,MO,32753,Healthy Alliance Life Co(Anthem BCBS),1380403,191605,91,28,0,0,,,,,1380403.0,191605.0,0.1388036682041404,,0.0004749354140027661,0.3076923076923077,nan,,
2023,2021,True,MO,34762,Blue Cross and Blue Shield of Kansas City,190430,49240,77,41,,0,,,,,190430.0,49240.0,0.2585727038806911,,0.0015637692932575142,0.5324675324675324,,,
2023,2021,True,MO,47840,SSM Health Insurance Company,328852,69382,53,24,0,0,,,,,328852.0,69382.0,0.21098244803133323,,0.0007638868870888703,0.4528301886792453,nan,,
2023,2021,True,MO,48161,Aetna Life Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,MO,53461,Medica Insurance Company,671235,113397,292,165,,0,,,,,671235.0,113397.0,0.16893785335985162,,0.002575024030618094,0.565068493150685,,,
2023,2021,True,MO,69512,Oscar Insurance Company,19070,966,,,0,0,,,,,19070.0,966.0,0.050655479811221815,,,,nan,,
2023,2021,True,MO,74483,Cigna Health and Life Insurance Company,2505793,352949,399,161,,0,,,,,2505793.0,352949.0,0.14085321493036337,,0.0011304749411388047,0.40350877192982454,,,
2023,2021,True,MO,95426,UnitedHealthcare Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,MO,96384,Cox Health Systems Insurance Company,8910,1978,0,0,0,0,,,,,8910.0,1978.0,0.22199775533108868,,0.0,nan,nan,,
2023,2021,True,MO,99723,Celtic Insurance Company,1069251,402664,1387,699,28,,,,,,1069251.0,402664.0,0.37658510490053315,,0.0034445592354916256,0.5039653929343908,,,
2023,2021,True,MS,14624,"Vantage Health Plan of Mississippi, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,MS,56766,Cigna Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,MS,79975,"Molina Healthcare of Mississippi, Inc",344007,83409,53,17,,,,,,,344007.0,83409.0,0.2424630894138782,,0.0006354230358834179,0.32075471698113206,,,
2023,2021,True,MS,90714,Ambetter of Magnolia Inc.,1067870,453813,383,207,,,,,,,1067870.0,453813.0,0.4249702679165067,,0.0008439599570748303,0.5404699738903395,,,
2023,2021,True,MS,97560,"UnitedHealthcare of Mississippi, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,MT,23603,PacificSource Health Plans,159163,7918,288,105,,0,,,,,159163.0,7918.0,0.04974774287994069,,0.036372821419550394,0.3645833333333333,,,
2023,2021,True,MT,30751,Blue Cross and Blue Shield of Montana,684257,94689,129,45,,,,,,,684257.0,94689.0,0.1383822160387106,,0.0013623546557678294,0.3488372093023256,,,
2023,2021,True,MT,32225,Montana Health Cooperative,536004,29883,1277,340,,0,,,,,536004.0,29883.0,0.05575144961604764,,0.04273332664056487,0.2662490211433046,,,
2023,2021,True,NC,11512,Blue Cross and Blue Shield of NC,21053385,2885751,1254,517,33,16,,,,,21053385.0,2885751.0,0.13706826716938866,,0.0004345489267785058,0.41228070175438597,0.48484848484848486,,
2023,2021,True,NC,13591,CareSource North Carolina Co.,,,,,,,,,,,,,,,,,,,
2023,2021,True,NC,17414,"AmeriHealth Caritas North Carolina, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,NC,37900,Bright Health Company of North Carolina,4055811,124211,426,16,,0,,,,,4055811.0,124211.0,0.030625440879764862,,0.003429647937783288,0.03755868544600939,,,
2023,2021,True,NC,44007,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,NC,54332,"UnitedHealthcare of North Carolina, Inc",,,,,,,,,,,,,,,,,,,
2023,2021,True,NC,61671,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2023,2021,True,NC,69803,"Oscar Health Plan of North Carolina, Inc",2966,140,0,0,0,0,,,,,2966.0,140.0,0.04720161834120027,,0.0,nan,nan,,
2023,2021,True,NC,73943,"Cigna HealthCare of North Carolina, Inc.",989870,129812,103,23,0,0,,,,,989870.0,129812.0,0.13114045278672956,,0.0007934551505253751,0.22330097087378642,nan,,
2023,2021,True,NC,77264,Ambetter of North Carolina Inc.,344608,155864,321,222,,,,,,,344608.0,155864.0,0.4522936205775838,,0.0020594877585587436,0.6915887850467289,,,
2023,2021,True,NC,77320,Friday Health Plans of North Carolina Inc,,,,,,,,,,,,,,,,,,,
2023,2021,True,ND,37160,Blue Cross Blue Shield of North Dakota,404244,50258,77,29,33,,,,,,404244.0,50258.0,0.12432590217789256,,0.0015320943929324684,0.37662337662337664,,,
2023,2021,True,ND,73751,Medica Health Plans,45251,4752,17,,0,0,,,,,45251.0,4752.0,0.10501425382864467,,0.0035774410774410776,,nan,,
2023,2021,True,ND,89364,Sanford Health Plan,1423955,22926,131,79,,,,,,,1423955.0,22926.0,0.01610022788641495,,0.005714036465148739,0.6030534351145038,,,
2023,2021,True,NE,20305,Medica Insurance Company,2535166,290195,836,429,,,,,,,2535166.0,290195.0,0.1144678494426006,,0.0028808215165664467,0.5131578947368421,,,
2023,2021,True,NE,26289,"Nebraska Total Care, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,NE,29678,Blue Cross and Blue Shield of Nebraska,,,,,,,,,,,,,,,,,,,
2023,2021,True,NE,57424,Oscar Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,NE,83653,Bright Health Insurance Company,770610,48497,74,,0,0,,,,,770610.0,48497.0,0.06293326066363011,,0.0015258675794379035,,nan,,
2023,2021,True,NH,59025,Harvard Pilgrim Health Care of NE,244687,56220,80,44,0,0,,,,,244687.0,56220.0,0.22976292161005693,,0.001422981145499822,0.55,nan,,
2023,2021,True,NH,75841,Celtic Insurance Company,278880,93069,266,174,0,0,,,,,278880.0,93069.0,0.333724182444062,,0.002858094532013882,0.6541353383458647,nan,,
2023,2021,True,NH,96751,Matthew Thornton Hlth Plan(Anthem BCBS),912964,115319,165,67,0,0,,,,,912964.0,115319.0,0.12631275712952536,,0.001430813656032397,0.40606060606060607,nan,,
2023,2021,True,OH,28162,AultCare Insurance Company,215616,22006,51,28,,,,,,,215616.0,22006.0,0.10206107153458,,0.002317549759156594,0.5490196078431373,,,
2023,2021,True,OH,29276,Community Insurance Company(Anthem BCBS),470047,73728,154,56,0,0,,,,,470047.0,73728.0,0.15685239986639635,,0.0020887586805555555,0.36363636363636365,nan,,
2023,2021,True,OH,29341,Oscar Buckeye State Insurance Corp.,135743,4594,30,29,,,,,,,135743.0,4594.0,0.033843365772084015,,0.006530256856769699,0.9666666666666667,,,
2023,2021,True,OH,33931,"UnitedHealthcare of Ohio, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,OH,41047,Buckeye Community Health Plan,756000,318183,1614,1109,,,,,,,756000.0,318183.0,0.4208769841269841,,0.005072552587661817,0.6871127633209417,,,
2023,2021,True,OH,45845,Oscar Insurance Corporation of Ohio,283069,7956,72,69,0,0,,,,,283069.0,7956.0,0.028106221451306927,,0.00904977375565611,0.9583333333333334,nan,,
2023,2021,True,OH,46400,Sidecar Health Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,OH,52664,"Summa Insurance Company, Inc.",72669,15668,36,27,,,,,,,72669.0,15668.0,0.21560775571426605,,0.002297676793464386,0.75,,,
2023,2021,True,OH,64353,"Molina Healthcare of Ohio, Inc.",412168,88629,250,65,,,,,,,412168.0,88629.0,0.21503124939345122,,0.0028207471595076104,0.26,,,
2023,2021,True,OH,74313,Paramount Insurance Company,115366,27857,30,25,,0,,,,,115366.0,27857.0,0.24146628989476968,,0.0010769285996338443,0.8333333333333334,,,
2023,2021,True,OH,77552,"CareSource Ohio, Inc.",2365974,517465,720,336,11,,,,,,2365974.0,517465.0,0.2187111946285124,,0.001391398452069222,0.4666666666666667,,,
2023,2021,True,OH,99969,Medical Health Insuring Corp. of Ohio,968903,179714,761,438,14,,,,,,968903.0,179714.0,0.18548193162783064,,0.004234505937211347,0.5755584756898817,,,
2023,2021,True,OK,21333,Medica Insurance Company,499199,92370,158,71,0,0,,,,,499199.0,92370.0,0.1850364283582299,,0.001710512071018729,0.44936708860759494,nan,,
2023,2021,True,OK,45480,"UnitedHealthcare of Oklahoma, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,OK,62505,Celtic Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,OK,87571,Blue Cross Blue Shield of Oklahoma,8408622,1365329,880,230,44,13,,,,,8408622.0,1365329.0,0.1623725028904855,,0.0006445332956379012,0.26136363636363635,0.29545454545454547,,
2023,2021,True,OK,91538,Friday Health Plans of Oklahoma Inc,,,,,,,,,,,,,,,,,,,
2023,2021,True,OK,91908,Oscar Insurance Company,9570,485,,,0,0,,,,,9570.0,485.0,0.05067920585161965,,,,nan,,
2023,2021,True,OK,98905,CommunityCare HMO Inc.,69035,3814,66,44,0,0,,,,,69035.0,3814.0,0.05524733830665604,,0.0173046670162559,0.6666666666666666,nan,,
2023,2021,True,OR,10091,PacificSource Health Plans,118161,7650,666,183,,0,,,,,118161.0,7650.0,0.06474217381369488,,0.08705882352941176,0.2747747747747748,,,
2023,2021,True,OR,39424,"Moda Health Plan, Inc.",701483,28547,161,54,11,,,,,,701483.0,28547.0,0.04069521285619181,,0.0056398220478509125,0.33540372670807456,,,
2023,2021,True,OR,56707,Providence Health Plan,818872,52609,421,228,24,,,,,,818872.0,52609.0,0.06424569407672993,,0.00800243304377578,0.5415676959619953,,,
2023,2021,True,OR,63474,BridgeSpan Health Company,7760,1551,142,24,,,,,,,7760.0,1551.0,0.19987113402061857,,0.0915538362346873,0.16901408450704225,,,
2023,2021,True,OR,71287,Kaiser Foundation Healthplan of the NW,87219,6088,44,18,0,0,,,,,87219.0,6088.0,0.06980130476157718,,0.007227332457293035,0.4090909090909091,nan,,
2023,2021,True,OR,77969,Regence BlueCross BlueShield of Oregon,266472,43160,,,0,0,,,,,266472.0,43160.0,0.1619682368128734,,,,nan,,
2023,2021,True,SC,26065,Blue Cross and Blue Shield of South Carolina,10058921,1741311,2580,1024,344,114,,,,,10058921.0,1741311.0,0.1731111120168853,,0.001481642279868444,0.39689922480620154,0.3313953488372093,,
2023,2021,True,SC,42326,"MOLINA HEALTHCARE OF SOUTH CAROLINA, INC",307727,78874,573,271,,,,,,,307727.0,78874.0,0.2563116008670022,,0.007264751375611735,0.47294938917975565,,,
2023,2021,True,SC,73033,"Cigna HealthCare of South Carolina, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,SC,73107,Select Health of South Carolina,,,,,,,,,,,,,,,,,,,
2023,2021,True,SC,79222,"Absolute Total Care, Inc",135504,65456,269,190,,,,,,,135504.0,65456.0,0.48305585074979335,,0.004109630897091176,0.7063197026022305,,,
2023,2021,True,SD,31195,Sanford Health Plan,559600,30248,181,124,,0,,,,,559600.0,30248.0,0.05405289492494639,,0.005983866701930706,0.6850828729281768,,,
2023,2021,True,SD,50305,Wellmark of South Dakota,,,,,,,,,,,,,,,,,,,
2023,2021,True,SD,60536,"Avera Health Plans, Inc.",217218,14284,105,49,,,,,,,217218.0,14284.0,0.0657588229336427,,0.007350882105852702,0.4666666666666667,,,
2023,2021,True,TN,14002,BlueCross BlueShield of Tennessee,5035548,976246,142,44,,0,,,,,5035548.0,976246.0,0.19387085576386126,,0.00014545514142951673,0.30985915492957744,,,
2023,2021,True,TN,23552,Oscar Insurance Company,62920,4388,,,0,0,,,,,62920.0,4388.0,0.06973935155753337,,,,nan,,
2023,2021,True,TN,31663,US Health and Life Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,TN,69443,UnitedHealthcare Insurance Company,58971,14754,669,205,0,0,,,,,58971.0,14754.0,0.2501907717352597,,0.045343635624237495,0.3064275037369208,nan,,
2023,2021,True,TN,70111,Celtic Insurance Company,311295,138855,311,220,,,,,,,311295.0,138855.0,0.44605599190478484,,0.0022397464981455473,0.707395498392283,,,
2023,2021,True,TN,97906,Bright Health Insurance Company of Tennessee,708193,33009,111,,0,0,,,,,708193.0,33009.0,0.04661017547476465,,0.0033627192583840773,,nan,,
2023,2021,True,TN,99248,Cigna Health and Life Insurance Company,5019524,843930,569,215,19,,,,,,5019524.0,843930.0,0.16812948797535385,,0.0006742265353761568,0.37785588752196836,,,
2023,2021,True,TX,17933,"Moda Health Plan, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,20069,Oscar Insurance Company,1371176,58098,152,127,,,,,,,1371176.0,58098.0,0.04237092831263091,,0.0026162690626183346,0.8355263157894737,,,
2023,2021,True,TX,26539,"SHA, LLC DBA FirstCare Health Plans",685473,132970,318,214,11,,,,,,685473.0,132970.0,0.19398284104552624,,0.002391516883507558,0.6729559748427673,,,
2023,2021,True,TX,27248,"Community Health Choice, Inc.",4830305,910712,567,166,28,,,,,,4830305.0,910712.0,0.1885413032924422,,0.0006225897978724339,0.2927689594356261,,,
2023,2021,True,TX,29418,Celtic Insurance Company,699994,304489,2864,2107,432,370,,,,,699994.0,304489.0,0.4349880141829787,,0.009405922709851588,0.7356843575418994,0.8564814814814815,,
2023,2021,True,TX,33602,Blue Cross Blue Shield of Texas,21896395,4403824,6368,2475,109,41,,,,,21896395.0,4403824.0,0.20112096077916022,,0.0014460160079058564,0.3886620603015075,0.3761467889908257,,
2023,2021,True,TX,34826,"Imperial Insurance Companies, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,40220,"UnitedHealthcare of Texas, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,40788,Scott and White Health Plan,1824230,426208,473,326,15,,,,,,1824230.0,426208.0,0.23363720583479056,,0.001109786770778587,0.6892177589852009,,,
2023,2021,True,TX,45786,"Molina Healthcare of Texas, Inc.",3102895,798433,2993,1959,102,41,,,,,3102895.0,798433.0,0.257318729766879,,0.0037485925556684156,0.6545272302038089,0.4019607843137255,,
2023,2021,True,TX,54837,Friday Health Insurance Company Inc,283660,53576,,,,0,,,,,283660.0,53576.0,0.1888740040894028,,,,,,
2023,2021,True,TX,57125,US HEALTH AND LIFE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,58840,Aetna Health Inc.  (a TX corp.),,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,63251,Community First Insurance Plans,,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,66252,CHRISTUS Health Plan,236560,16861,4275,1312,0,0,,,,,236560.0,16861.0,0.07127578626986811,,0.2535436806832335,0.3069005847953216,nan,,
2023,2021,True,TX,71837,"Sendero Health Plans, Inc.",325379,95994,43,38,0,0,,,,,325379.0,95994.0,0.29502211267475775,,0.0004479446632081172,0.8837209302325582,nan,,
2023,2021,True,TX,76589,"Cigna HealthCare of Texas, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,87226,Superior Health Plan,,,,,,,,,,,,,,,,,,,
2023,2021,True,TX,98312,Bright HealthCare Insurance Company of Texas,,,,,,,,,,,,,,,,,,,
2023,2021,True,UT,18167,Molina Healthcare of Utah,74793,19994,142,88,0,0,,,,,74793.0,19994.0,0.26732448223764255,,0.007102130639191758,0.6197183098591549,nan,,
2023,2021,True,UT,22013,Regence BlueCross BlueShield of Utah,289826,58979,77,,,,,,,,289826.0,58979.0,0.2034979608454728,,0.0013055494328489802,,,,
2023,2021,True,UT,34541,BridgeSpan Health Company,951,274,,0,0,0,,,,,951.0,274.0,0.288117770767613,,,,nan,,
2023,2021,True,UT,42261,University of Utah Health Insurance Plans,511968,114328,538,258,,,,,,,511968.0,114328.0,0.22331083192699544,,0.004705758869218389,0.4795539033457249,,,
2023,2021,True,UT,68781,SelectHealth,9043157,1168720,3276,1098,28,17,,,,,9043157.0,1168720.0,0.12923805259601265,,0.0028030666027791086,0.33516483516483514,0.6071428571428571,,
2023,2021,True,UT,81808,Cigna Health and Life Insurance Company,165596,28755,27,12,,0,,,,,165596.0,28755.0,0.1736454986835431,,0.0009389671361502347,0.4444444444444444,,,
2023,2021,True,VA,10207,"CareFirst BlueChoice, Inc.",57518,1736,39,25,,0,,,,,57518.0,1736.0,0.0301818561146076,,0.022465437788018433,0.6410256410256411,,,
2023,2021,True,VA,20507,Optima Health Plan,872033,250857,165,96,96,54,,,,,872033.0,250857.0,0.28766915930933806,,0.0006577452492854494,0.5818181818181818,0.5625,,
2023,2021,True,VA,24251,"Optimum Choice, Inc.",47651,20263,674,386,0,0,,,,,47651.0,20263.0,0.4252376655264318,,0.033262596851404036,0.5727002967359051,nan,,
2023,2021,True,VA,25922,Oscar Insurance Company,6613,610,,,0,0,,,,,6613.0,610.0,0.09224255254801149,,,,nan,,
2023,2021,True,VA,37204,"Piedmont Community HealthCare HMO, Inc.",104805,18799,79,32,,0,,,,,104805.0,18799.0,0.17937121320547683,,0.004202351188893026,0.4050632911392405,,,
2023,2021,True,VA,38234,Aetna Life Insurance Company,,,,,,,,,,,,,,,,,,,
2023,2021,True,VA,40308,Group Hospitalization and Medical Services Inc.,17760,681,,0,0,0,,,,,17760.0,681.0,0.03834459459459459,,,,nan,,
2023,2021,True,VA,41921,Cigna Health and Life Insurance Company,2456029,323020,147,56,,,,,,,2456029.0,323020.0,0.13152124832402223,,0.0004550801807937589,0.38095238095238093,,,
2023,2021,True,VA,86443,"Innovation Health Plan, Inc.",,,,,,,,,,,,,,,,,,,
2023,2021,True,VA,88380,"HealthKeepers, Inc.",5627954,887777,646,144,,,,,,,5627954.0,887777.0,0.1577441819886943,,0.000727660211967645,0.22291021671826625,,,
2023,2021,True,VA,93187,Aetna Health Inc. (a PA corp.),,,,,,,,,,,,,,,,,,,
2023,2021,True,VA,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",33749,4953,18,,0,0,,,,,33749.0,4953.0,0.14675990399715547,,0.0036341611144760752,,nan,,
2023,2021,True,WI,14630,Children's Community Health Plan ,202934,19062,357,185,12,,,,,,202934.0,19062.0,0.09393201730611923,,0.01872836008813346,0.5182072829131653,,,
2023,2021,True,WI,20173,HealthPartners Insurance Company,169135,11116,,,0,0,,,,,169135.0,11116.0,0.06572264758920389,,,,nan,,
2023,2021,True,WI,37833,Quartz Health Benefit Plans Corporation,697277,62653,169,77,28,,,,,,697277.0,62653.0,0.08985381706265946,,0.002697396772700429,0.4556213017751479,,,
2023,2021,True,WI,38166,"Security Health Plan of Wisconsin, Inc.",408351,44808,108,54,,0,,,,,408351.0,44808.0,0.10972913008661667,,0.00241028387787895,0.5,,,
2023,2021,True,WI,38345,Dean Health Plan,1035815,126408,126,52,0,0,,,,,1035815.0,126408.0,0.12203723637908313,,0.0009967723561799887,0.4126984126984127,nan,,
2023,2021,True,WI,52697,"Molina Healthcare of Wisconsin, Inc.",230821,51762,393,234,,,,,,,230821.0,51762.0,0.22425169287023278,,0.00759244233221282,0.5954198473282443,,,
2023,2021,True,WI,57845,Medica Community Health Plan,446021,45041,118,72,0,0,,,,,446021.0,45041.0,0.10098403438403125,,0.0026198352612064562,0.6101694915254238,nan,,
2023,2021,True,WI,58326,"MercyCare HMO, Inc.",225044,22447,31,17,0,0,,,,,225044.0,22447.0,0.0997449387675299,,0.0013810308727224129,0.5483870967741935,nan,,
2023,2021,True,WI,79475,Compcare Health Serv Ins Co(Anthem BCBS),87492,18994,36,26,0,0,,,,,87492.0,18994.0,0.2170941343208522,,0.001895335369063915,0.7222222222222222,nan,,
2023,2021,True,WI,81413,Network Health Plan,161833,17964,,,0,0,,,,,161833.0,17964.0,0.11100331823546496,,,,nan,,
2023,2021,True,WI,86584,"Aspirus Health Plan, Inc.",238742,30590,0,0,,0,,,,,238742.0,30590.0,0.12812994780976955,,0.0,nan,,,
2023,2021,True,WI,87416,Common Ground Healthcare Cooperative,1969968,230792,193,62,,,,,,,1969968.0,230792.0,0.11715520252105618,,0.0008362508232521058,0.32124352331606215,,,
